event_id,loan_id,event_sequence,status,event_datetime,refusal_reason,document_issue_flag,fraud_flag
47360,61030,4,Approved,2025-12-02 02:37:12.091483,,0.0,0
47361,61030,5,Signed,2025-12-04 04:39:24.834783,,0.0,0
47362,61030,6,Granted,2025-12-05 05:17:26.515554,,0.0,0
47363,38351,1,Submitted,2025-10-22 16:52:00.000000,,0.0,0
47364,38351,2,Docs Received,2025-10-26 00:52:33.720011,,0.0,0
47365,38351,3,Credit Check,2025-10-27 03:41:49.554396,,0.0,0
47366,38351,4,Approved,2025-10-27 21:12:00.027514,,0.0,0
47367,38351,5,Signed,2025-10-29 05:38:25.977062,,0.0,0
47368,28264,1,Submitted,2025-10-29 11:21:00.000000,,0.0,0
47369,28264,2,Docs Received,2025-10-30 02:46:18.208544,,0.0,0
47370,28264,3,Credit Check,2025-10-31 19:59:16.876835,,0.0,0
47371,28264,4,Rejected,2025-11-01 01:46:15.655039,Low credit score,0.0,0
47372,32657,1,Submitted,2025-10-18 14:55:00.000000,,0.0,0
47373,32657,2,Docs Received,2025-10-19 20:36:44.968213,,1.0,0
47374,32657,3,Credit Check,2025-10-20 18:25:25.421444,,0.0,0
47375,32657,4,Rejected,2025-10-21 05:59:13.875512,High debt-to-income ratio,0.0,0
47376,68359,1,Submitted,2025-11-16 11:20:00.000000,,0.0,0
47377,68359,2,Docs Received,2025-11-17 16:26:14.734826,,0.0,0
47378,68359,3,Credit Check,2025-11-21 19:28:09.732502,,0.0,0
47379,68359,4,Rejected,2025-11-22 08:22:14.731681,Low credit score,0.0,0
47380,65450,1,Submitted,2025-12-19 16:27:00.000000,,0.0,0
47381,24855,1,Submitted,2025-10-16 09:46:00.000000,,0.0,0
47382,24855,2,Docs Received,2025-10-16 20:27:57.531996,,1.0,0
47383,78342,1,Submitted,2025-11-07 18:14:00.000000,,0.0,0
47384,35879,1,Submitted,2025-11-17 14:14:00.000000,,0.0,0
47385,17828,1,Submitted,2025-12-22 12:48:00.000000,,0.0,0
47386,17828,2,Docs Received,2025-12-22 15:59:01.334957,,0.0,0
47387,17828,3,Credit Check,2025-12-22 22:26:30.945752,,0.0,0
47388,17828,4,Approved,2025-12-23 02:28:00.412196,,0.0,0
47389,17828,5,Signed,2025-12-23 12:11:37.295081,,0.0,0
47390,17828,6,Granted,2025-12-23 14:05:07.407461,,0.0,0
47391,72024,1,Submitted,2025-12-18 10:47:00.000000,,,0
47392,97303,1,Submitted,2025-12-19 18:22:00.000000,,0.0,0
47393,18215,1,Submitted,2025-10-04 18:20:00.000000,,0.0,0
47394,18215,2,Docs Received,2025-10-06 04:37:41.443338,,0.0,0
47395,18215,3,Credit Check,2025-10-09 09:58:42.004286,,0.0,1
47396,18215,4,Rejected,2025-10-09 21:45:11.533305,Suspected fraud,0.0,1
47397,92070,1,Submitted,2025-10-18 18:35:00.000000,,0.0,0
47398,20105,1,Submitted,2025-12-25 18:39:00.000000,,0.0,0
47399,54217,1,Submitted,2025-10-19 08:33:00.000000,,0.0,0
47400,72764,1,Submitted,2025-11-01 11:18:00.000000,,0.0,0
47401,29038,1,Submitted,2025-10-31 10:05:00.000000,,0.0,0
47402,29038,2,Docs Received,2025-11-02 07:39:05.414605,,0.0,0
47403,29038,3,Credit Check,2025-11-04 11:14:34.373068,,0.0,0
47404,29038,4,Rejected,2025-11-04 18:36:03.479440,Low credit score,0.0,0
47405,93370,1,Submitted,2025-11-19 17:18:00.000000,,0.0,0
47406,93370,2,Docs Received,2025-11-20 07:14:18.019749,,0.0,0
47407,93370,3,Credit Check,2025-11-23 00:38:18.325770,,0.0,0
47408,93370,4,Approved,2025-11-23 15:28:04.728707,,0.0,0
47409,93370,5,Signed,2025-11-24 02:06:32.193744,,0.0,0
47410,93370,6,Granted,2025-11-24 05:28:11.750197,,0.0,0
47411,32951,1,Submitted,2025-10-08 19:33:00.000000,,0.0,0
47412,32951,2,Docs Received,2025-10-09 23:41:41.655178,,0.0,0
47413,32951,3,Credit Check,2025-10-10 16:02:35.142840,,0.0,0
47414,32951,4,Rejected,2025-10-12 09:26:32.787527,Low credit score,0.0,0
47415,62565,1,Submitted,2025-10-20 16:36:00.000000,,0.0,0
47416,62565,2,Docs Received,2025-10-20 21:02:52.667476,,0.0,0
47417,62565,3,Credit Check,2025-10-22 19:15:29.754624,,0.0,0
47418,62565,4,Rejected,2025-10-23 02:03:57.365266,Low credit score,0.0,0
47419,53386,1,Submitted,2025-11-08 09:44:00.000000,,0.0,0
47420,53386,2,Docs Received,2025-11-08 15:13:10.054651,,0.0,0
47421,53386,3,Credit Check,2025-11-09 09:55:36.850442,,0.0,0
47422,53386,4,Approved,2025-11-09 22:57:07.935781,,0.0,0
47423,55012,1,Submitted,2025-12-06 12:49:00.000000,,0.0,0
47424,78082,1,Submitted,2025-12-31 09:06:00.000000,,0.0,0
47425,78082,2,Docs Received,2026-01-03 08:43:18.663130,,0.0,0
47426,78082,3,Credit Check,2026-01-04 22:10:39.277391,,,0
47427,78082,4,Rejected,2026-01-05 16:29:20.613804,Low credit score,0.0,0
47428,96548,1,Submitted,2025-10-04 17:49:00.000000,,,0
47429,96548,2,Docs Received,2025-10-05 07:00:52.504379,,0.0,0
47430,96548,3,Credit Check,2025-10-07 00:23:21.938607,,0.0,0
47431,96548,4,Rejected,2025-10-07 09:05:01.993555,Low credit score,,0
47432,68108,1,Submitted,2025-12-18 15:25:00.000000,,0.0,0
47433,68108,2,Docs Received,2025-12-19 09:28:42.585481,,0.0,0
47434,68108,3,Credit Check,2025-12-20 05:37:58.098142,,0.0,0
47435,68108,4,Approved,2025-12-20 08:04:56.578586,,0.0,0
47436,68108,5,Signed,2025-12-20 10:28:56.578586,,0.0,0
47437,68108,6,Granted,2025-12-21 12:24:38.026495,,0.0,0
47438,24037,1,Submitted,2025-12-31 16:25:00.000000,,0.0,0
47439,24037,2,Docs Received,2026-01-01 03:59:02.111902,,0.0,0
47440,24037,3,Credit Check,2026-01-02 13:39:34.973917,,0.0,0
47441,24037,4,Approved,2026-01-02 18:03:15.640302,,0.0,0
47442,24037,5,Signed,2026-01-03 04:16:35.013418,,0.0,0
47443,24037,6,Granted,2026-01-03 07:15:06.654212,,0.0,0
47444,60275,1,Submitted,2025-11-02 13:42:00.000000,,0.0,0
47445,60275,2,Docs Received,2025-11-03 12:25:34.142685,,0.0,0
47446,60275,3,Credit Check,2025-11-05 08:38:13.259699,,0.0,0
47447,60275,4,Rejected,2025-11-05 15:38:37.430798,High debt-to-income ratio,0.0,0
47448,53218,1,Submitted,2025-12-28 11:26:00.000000,,0.0,0
47449,53624,1,Submitted,2025-10-06 11:32:00.000000,,0.0,0
47450,53624,2,Docs Received,2025-10-07 15:31:09.402002,,0.0,0
47451,53624,3,Credit Check,2025-10-08 20:53:26.797745,,0.0,0
47452,53624,4,Approved,2025-10-09 01:16:21.056404,,0.0,0
47453,53624,5,Signed,2025-10-09 17:36:53.285711,,0.0,0
47454,53624,6,Granted,2025-10-09 23:10:33.162892,,0.0,0
47455,98361,1,Submitted,2025-10-16 17:51:00.000000,,0.0,0
47456,98361,2,Docs Received,2025-10-18 03:13:50.835480,,0.0,0
47457,98361,3,Credit Check,2025-10-20 23:07:13.391219,,0.0,0
47458,98361,4,Rejected,2025-10-21 06:13:56.104901,High debt-to-income ratio,0.0,0
47459,11500,1,Submitted,2025-10-12 18:41:00.000000,,0.0,0
47460,85650,1,Submitted,2025-11-06 20:31:00.000000,,0.0,0
47461,85650,2,Docs Received,2025-11-07 23:48:12.860054,,0.0,0
47462,85650,3,Credit Check,2025-11-09 00:14:52.473416,,0.0,0
47463,85650,4,Approved,2025-11-09 18:10:27.430078,,,0
47464,85650,5,Signed,2025-11-10 16:32:19.460108,,0.0,0
47465,85650,6,Granted,2025-11-11 07:58:30.120770,,0.0,0
47466,23832,1,Submitted,2025-11-21 11:46:00.000000,,0.0,0
47467,38254,1,Submitted,2025-10-21 10:41:00.000000,,0.0,0
47468,38254,2,Docs Received,2025-10-23 12:27:38.271054,,0.0,0
47469,38254,3,Credit Check,2025-10-25 01:53:03.178308,,0.0,0
47470,38254,4,Approved,2025-10-26 07:44:09.916714,,0.0,0
47471,38254,5,Signed,2025-10-26 20:52:16.237521,,0.0,0
47472,38254,6,Granted,2025-10-29 05:30:23.962241,,0.0,0
47473,18642,1,Submitted,2025-11-12 18:56:00.000000,,0.0,0
47474,18642,2,Docs Received,2025-11-15 14:50:14.144776,,1.0,0
47475,82154,1,Submitted,2025-11-12 19:52:00.000000,,0.0,0
47476,60311,1,Submitted,2025-10-18 18:31:00.000000,,0.0,0
47477,60311,2,Docs Received,2025-10-19 03:01:27.793047,,1.0,0
47478,46379,1,Submitted,2025-10-17 16:06:00.000000,,0.0,0
47479,46379,2,Docs Received,2025-10-18 00:44:19.411043,,0.0,0
47480,46379,3,Credit Check,2025-10-20 11:23:36.466167,,0.0,0
47481,46379,4,Rejected,2025-10-21 02:31:14.232278,High debt-to-income ratio,0.0,0
47482,15016,1,Submitted,2025-11-10 18:07:00.000000,,,0
47483,61939,1,Submitted,2025-11-18 15:09:00.000000,,0.0,0
47484,56890,1,Submitted,2025-12-08 15:37:00.000000,,0.0,0
47485,29319,1,Submitted,2025-12-22 19:13:00.000000,,0.0,0
47486,24240,1,Submitted,2025-11-20 13:53:00.000000,,0.0,0
47487,24240,2,Docs Received,2025-11-21 06:35:52.930473,,0.0,0
47488,24240,3,Credit Check,2025-11-26 05:45:44.715078,,0.0,0
47489,24240,4,Approved,2025-11-27 00:13:01.496082,,0.0,0
47490,24240,5,Signed,2025-11-29 19:19:57.407784,,0.0,0
47491,24240,6,Granted,2025-11-30 16:23:10.804677,,0.0,0
47492,80742,1,Submitted,2025-11-25 10:33:00.000000,,0.0,0
47493,80742,2,Docs Received,2025-11-25 11:27:26.715083,,0.0,0
47494,80742,3,Credit Check,2025-11-26 12:21:15.700960,,0.0,0
47495,80742,4,Rejected,2025-11-26 13:33:15.700960,High debt-to-income ratio,0.0,0
47496,25488,1,Submitted,2025-10-04 11:33:00.000000,,0.0,0
47497,27451,1,Submitted,2025-10-13 17:13:00.000000,,0.0,0
47498,49940,1,Submitted,2025-11-03 15:16:00.000000,,0.0,0
47499,49940,2,Docs Received,2025-11-04 23:17:30.766693,,1.0,0
47500,49940,3,Credit Check,2025-11-05 11:54:04.106305,,,0
47501,49940,4,Rejected,2025-11-06 11:22:47.085605,High debt-to-income ratio,0.0,0
47502,51332,1,Submitted,2025-12-11 16:44:00.000000,,0.0,0
47503,51332,2,Docs Received,2025-12-13 08:55:29.201324,,1.0,0
47504,51332,3,Credit Check,2025-12-17 03:18:42.343128,,,1
47505,51332,4,Rejected,2025-12-18 22:42:29.235512,Suspected fraud,0.0,1
47506,59282,1,Submitted,2025-10-14 17:40:00.000000,,0.0,0
47507,59282,2,Docs Received,2025-10-15 18:24:41.661940,,0.0,0
47508,59282,3,Credit Check,2025-10-16 15:38:21.000799,,0.0,0
47509,59282,4,Approved,2025-10-18 02:57:15.675394,,0.0,0
47510,59282,5,Signed,2025-10-19 11:56:14.980109,,0.0,0
47511,59282,6,Granted,2025-10-20 08:14:22.590598,,0.0,0
47512,77256,1,Submitted,2025-10-25 17:51:00.000000,,0.0,0
47513,77256,2,Docs Received,2025-10-27 13:46:59.837484,,1.0,0
47514,86422,1,Submitted,2025-10-07 11:04:00.000000,,0.0,0
47515,86422,2,Docs Received,2025-10-09 00:43:00.236595,,0.0,0
47516,86422,3,Credit Check,2025-10-12 17:48:53.551323,,0.0,0
47517,86422,4,Rejected,2025-10-13 11:02:05.846654,Low credit score,,0
47518,24597,1,Submitted,2025-11-05 14:58:00.000000,,0.0,0
47519,24597,2,Docs Received,2025-11-07 05:20:58.746199,,0.0,0
47520,24597,3,Credit Check,2025-11-07 17:38:13.693023,,0.0,1
47521,24597,4,Rejected,2025-11-07 20:49:07.137286,Suspected fraud,0.0,1
47522,32677,1,Submitted,2025-11-15 17:33:00.000000,,0.0,0
47523,50256,1,Submitted,2025-10-13 08:31:00.000000,,0.0,0
47524,50256,2,Docs Received,2025-10-14 17:19:24.009992,,0.0,0
47525,50256,3,Credit Check,2025-10-17 03:48:17.117981,,0.0,0
47526,50256,4,Rejected,2025-10-17 13:08:22.341129,Low credit score,0.0,0
47527,78748,1,Submitted,2025-11-04 13:29:00.000000,,0.0,0
47528,27300,1,Submitted,2025-11-29 11:56:00.000000,,0.0,0
47529,27300,2,Docs Received,2025-11-30 18:39:06.607978,,0.0,0
47530,27300,3,Credit Check,2025-12-02 08:19:35.996557,,0.0,0
47531,27300,4,Rejected,2025-12-03 13:13:24.762697,Low credit score,0.0,0
47532,21226,1,Submitted,2025-11-29 13:01:00.000000,,0.0,0
47533,21226,2,Docs Received,2025-11-30 17:46:43.320059,,0.0,0
47534,21226,3,Credit Check,2025-12-02 01:23:28.984390,,,0
47535,21226,4,Rejected,2025-12-02 10:10:55.570094,Other,0.0,0
47536,43803,1,Submitted,2025-12-15 14:24:00.000000,,0.0,0
47537,92369,1,Submitted,2025-11-23 15:06:00.000000,,0.0,0
47538,92369,2,Docs Received,2025-11-24 17:33:11.219149,,0.0,0
47539,92369,3,Credit Check,2025-11-26 22:00:59.809756,,0.0,0
47540,92369,4,Rejected,2025-11-27 12:26:06.608601,Low credit score,0.0,0
47541,37499,1,Submitted,2025-12-06 10:31:00.000000,,0.0,0
47542,37499,2,Docs Received,2025-12-08 01:54:18.735337,,1.0,0
47543,10420,1,Submitted,2025-12-08 20:09:00.000000,,0.0,0
47544,10420,2,Docs Received,2025-12-09 02:20:31.411408,,0.0,0
47545,10420,3,Credit Check,2025-12-12 20:58:09.693847,,0.0,0
47546,10420,4,Rejected,2025-12-12 22:10:09.693847,High debt-to-income ratio,0.0,0
47547,56417,1,Submitted,2025-10-30 10:18:00.000000,,,0
47548,56417,2,Docs Received,2025-10-31 05:55:17.918310,,0.0,0
47549,56417,3,Credit Check,2025-11-01 18:06:47.529156,,0.0,0
47550,56417,4,Rejected,2025-11-02 14:35:09.618884,Low credit score,0.0,0
47551,58394,1,Submitted,2025-12-14 11:05:00.000000,,0.0,0
47552,58394,2,Docs Received,2025-12-15 06:51:06.920071,,0.0,0
47553,58394,3,Credit Check,2025-12-15 20:48:17.241510,,0.0,0
47554,58394,4,Rejected,2025-12-16 06:44:49.997026,High debt-to-income ratio,0.0,0
47555,14389,1,Submitted,2025-12-09 17:34:00.000000,,0.0,0
47556,46187,1,Submitted,2025-11-03 11:14:00.000000,,0.0,0
47557,46187,2,Docs Received,2025-11-05 08:07:28.534385,,0.0,0
47558,46187,3,Credit Check,2025-11-06 19:33:51.474381,,0.0,0
47559,46187,4,Approved,2025-11-07 05:06:12.197107,,0.0,0
47560,46187,5,Signed,2025-11-09 03:33:07.086814,,0.0,0
47561,46187,6,Granted,2025-11-10 10:47:00.732152,,0.0,0
47562,70348,1,Submitted,2025-11-28 08:40:00.000000,,0.0,0
47563,70348,2,Docs Received,2025-11-30 14:20:35.572044,,0.0,0
47564,70348,3,Credit Check,2025-12-02 13:27:12.304789,,0.0,0
47565,70348,4,Rejected,2025-12-02 19:51:46.888143,Low credit score,0.0,0
47566,37596,1,Submitted,2025-12-18 13:51:00.000000,,0.0,0
47567,37596,2,Docs Received,2025-12-21 20:10:45.321886,,1.0,0
47568,37596,3,Credit Check,2025-12-23 02:56:36.161279,,0.0,0
47569,37596,4,Rejected,2025-12-23 22:34:56.455530,Low credit score,0.0,0
47570,28334,1,Submitted,2025-12-15 10:05:00.000000,,0.0,0
47571,28334,2,Docs Received,2025-12-16 03:10:57.394347,,0.0,0
47572,28334,3,Credit Check,2025-12-18 16:12:42.289554,,0.0,0
47573,28334,4,Approved,2025-12-18 22:34:51.854669,,0.0,0
47574,28334,5,Signed,2025-12-20 09:06:26.246340,,0.0,0
47575,28334,6,Granted,2025-12-20 23:47:40.057973,,0.0,0
47576,37016,1,Submitted,2025-10-10 13:37:00.000000,,0.0,0
47577,37016,2,Docs Received,2025-10-12 07:08:38.917268,,0.0,0
47578,37016,3,Credit Check,2025-10-13 06:59:51.133953,,0.0,0
47579,37016,4,Rejected,2025-10-13 21:43:33.913844,Other,0.0,0
47580,45892,1,Submitted,2025-10-19 14:37:00.000000,,0.0,0
47581,45892,2,Docs Received,2025-10-22 12:19:45.298156,,0.0,0
47582,45892,3,Credit Check,2025-10-25 16:03:59.988832,,0.0,0
47583,45892,4,Approved,2025-10-26 10:59:20.098633,,0.0,0
47584,45892,5,Signed,2025-10-27 08:16:22.954687,,0.0,0
47585,45892,6,Granted,2025-10-27 12:08:04.269449,,0.0,0
47586,48050,1,Submitted,2025-12-03 10:44:00.000000,,0.0,0
47587,48050,2,Docs Received,2025-12-04 09:12:01.359762,,0.0,0
47588,48050,3,Credit Check,2025-12-05 12:09:34.660562,,0.0,0
47589,48050,4,Approved,2025-12-05 20:37:16.398518,,0.0,0
47590,48050,5,Signed,2025-12-06 12:43:57.026364,,0.0,0
47591,40997,1,Submitted,2025-10-16 10:37:00.000000,,0.0,0
47592,40997,2,Docs Received,2025-10-16 11:47:01.242234,,0.0,0
47593,40997,3,Credit Check,2025-10-17 21:37:01.277364,,,0
47594,40997,4,Approved,2025-10-18 00:00:24.025977,,0.0,0
47595,40997,5,Signed,2025-10-19 18:30:05.698989,,0.0,0
47596,40997,6,Granted,2025-10-20 16:28:46.622911,,0.0,0
47597,90123,1,Submitted,2025-11-07 18:49:00.000000,,0.0,0
47598,90123,2,Docs Received,2025-11-08 06:24:33.482659,,0.0,0
47599,90123,3,Credit Check,2025-11-10 00:52:51.170329,,0.0,0
47600,90123,4,Approved,2025-11-10 09:49:42.936244,,0.0,0
47601,90123,5,Signed,2025-11-12 12:43:50.183760,,0.0,0
47602,90123,6,Granted,2025-11-13 19:11:58.248092,,0.0,0
47603,25190,1,Submitted,2025-11-21 19:46:00.000000,,,0
47604,94271,1,Submitted,2025-12-08 09:05:00.000000,,0.0,0
47605,94271,2,Docs Received,2025-12-09 22:43:54.909066,,1.0,0
47606,51228,1,Submitted,2025-11-06 20:28:00.000000,,0.0,0
47607,79924,1,Submitted,2025-10-21 17:29:00.000000,,0.0,0
47608,79924,2,Docs Received,2025-10-23 09:45:57.523349,,1.0,0
47609,58545,1,Submitted,2025-10-05 18:32:00.000000,,0.0,0
47610,58545,2,Docs Received,2025-10-07 07:31:18.590550,,0.0,0
47611,58545,3,Credit Check,2025-10-08 12:23:40.126295,,0.0,0
47612,58545,4,Approved,2025-10-08 18:16:42.231406,,0.0,0
47613,58545,5,Signed,2025-10-10 00:49:45.395312,,0.0,0
47614,58545,6,Granted,2025-10-10 08:10:24.412514,,0.0,0
47615,21769,1,Submitted,2025-12-16 13:42:00.000000,,0.0,0
47616,76668,1,Submitted,2025-12-29 08:20:00.000000,,0.0,0
47617,89405,1,Submitted,2025-12-03 10:20:00.000000,,0.0,0
47618,94410,1,Submitted,2025-12-25 16:23:00.000000,,0.0,0
47619,94410,2,Docs Received,2025-12-27 17:41:31.023056,,0.0,0
47620,94410,3,Credit Check,2025-12-28 10:29:44.059139,,0.0,0
47621,94410,4,Approved,2025-12-29 04:34:35.433266,,0.0,0
47622,94410,5,Signed,2026-01-01 12:22:24.315857,,0.0,0
47623,94410,6,Granted,2026-01-04 16:21:25.329601,,0.0,0
47624,86049,1,Submitted,2025-11-27 11:45:00.000000,,0.0,0
47625,86049,2,Docs Received,2025-12-01 01:17:34.661548,,0.0,0
47626,86049,3,Credit Check,2025-12-03 13:34:28.838109,,0.0,0
47627,86049,4,Approved,2025-12-03 19:41:12.169308,,0.0,0
47628,86049,5,Signed,2025-12-05 10:26:32.569925,,0.0,0
47629,86049,6,Granted,2025-12-07 05:10:47.172073,,0.0,0
47630,21915,1,Submitted,2025-12-12 18:38:00.000000,,0.0,0
47631,21915,2,Docs Received,2025-12-14 16:23:38.437023,,1.0,0
47632,21915,3,Credit Check,2025-12-15 01:28:58.414193,,0.0,0
47633,21915,4,Approved,2025-12-16 00:30:05.616495,,0.0,0
47634,21915,5,Signed,2025-12-17 10:23:51.424386,,0.0,0
47635,21915,6,Granted,2025-12-17 11:55:26.941315,,0.0,0
47636,43773,1,Submitted,2025-11-06 14:45:00.000000,,0.0,0
47637,43773,2,Docs Received,2025-11-08 11:42:23.604652,,0.0,0
47638,43773,3,Credit Check,2025-11-10 06:01:17.523142,,0.0,0
47639,43773,4,Rejected,2025-11-11 00:11:21.468854,Other,,0
47640,49186,1,Submitted,2025-11-21 20:04:00.000000,,0.0,0
47641,22156,1,Submitted,2025-12-07 20:36:00.000000,,0.0,0
47642,77791,1,Submitted,2025-12-28 15:15:00.000000,,0.0,0
47643,77791,2,Docs Received,2025-12-29 17:33:30.961646,,0.0,0
47644,77791,3,Credit Check,2025-12-30 14:37:25.912485,,0.0,0
47645,77791,4,Approved,2025-12-31 05:28:43.193081,,0.0,0
47646,77791,5,Signed,2026-01-02 02:32:09.792732,,0.0,0
47647,77791,6,Granted,2026-01-02 20:15:52.578294,,0.0,0
47648,80981,1,Submitted,2025-10-30 09:31:00.000000,,0.0,0
47649,80981,2,Docs Received,2025-10-30 19:34:00.286630,,0.0,0
47650,80981,3,Credit Check,2025-10-31 20:04:10.947485,,0.0,0
47651,80981,4,Rejected,2025-10-31 21:38:21.670755,Low credit score,0.0,0
47652,40757,1,Submitted,2025-11-10 08:33:00.000000,,0.0,0
47653,60472,1,Submitted,2025-11-25 18:23:00.000000,,0.0,0
47654,60472,2,Docs Received,2025-11-26 22:00:04.569123,,0.0,0
47655,60472,3,Credit Check,2025-11-28 14:00:46.543592,,0.0,0
47656,60472,4,Rejected,2025-11-28 19:34:37.543793,Low credit score,0.0,0
47657,43724,1,Submitted,2025-12-04 19:15:00.000000,,0.0,0
47658,43724,2,Docs Received,2025-12-10 01:12:22.360986,,0.0,0
47659,43724,3,Credit Check,2025-12-10 06:00:22.360986,,0.0,0
47660,43724,4,Approved,2025-12-10 20:10:30.526618,,,0
47661,43724,5,Signed,2025-12-12 01:07:23.573535,,0.0,0
47662,43724,6,Granted,2025-12-12 03:37:22.351481,,0.0,0
47663,44241,1,Submitted,2025-12-16 11:31:00.000000,,0.0,0
47664,44241,2,Docs Received,2025-12-17 10:28:59.275303,,0.0,0
47665,44241,3,Credit Check,2025-12-21 15:01:42.076183,,0.0,0
47666,44241,4,Rejected,2025-12-22 23:59:37.561290,Low credit score,0.0,0
47667,21695,1,Submitted,2025-11-20 09:53:00.000000,,0.0,0
47668,21695,2,Docs Received,2025-11-20 22:26:25.222814,,0.0,0
47669,21695,3,Credit Check,2025-11-21 04:57:04.832264,,0.0,0
47670,21695,4,Approved,2025-11-21 19:52:57.383385,,0.0,0
47671,21695,5,Signed,2025-11-22 17:38:17.200751,,0.0,0
47672,21695,6,Granted,2025-11-22 22:08:01.535106,,0.0,0
47673,62187,1,Submitted,2025-10-12 10:19:00.000000,,0.0,0
47674,62187,2,Docs Received,2025-10-15 00:02:24.693916,,1.0,0
47675,17455,1,Submitted,2025-10-23 18:37:00.000000,,0.0,0
47676,17455,2,Docs Received,2025-10-25 07:55:24.057123,,0.0,0
47677,17455,3,Credit Check,2025-10-26 03:55:10.656660,,0.0,0
47678,17455,4,Approved,2025-10-26 09:18:02.975315,,0.0,0
47679,17455,5,Signed,2025-10-27 18:21:06.456355,,0.0,0
47680,17455,6,Granted,2025-10-28 01:33:44.177602,,0.0,0
47681,27151,1,Submitted,2025-11-07 19:15:00.000000,,0.0,0
47682,27151,2,Docs Received,2025-11-14 03:12:59.150323,,0.0,0
47683,27151,3,Credit Check,2025-11-14 08:00:59.150323,,0.0,0
47684,27151,4,Approved,2025-11-14 16:11:13.038119,,0.0,0
47685,27151,5,Signed,2025-11-14 20:44:46.936390,,0.0,0
47686,27151,6,Granted,2025-11-14 23:38:13.310494,,0.0,0
47687,97384,1,Submitted,2025-11-18 12:19:00.000000,,0.0,0
47688,97384,2,Docs Received,2025-11-19 23:14:04.650112,,0.0,0
47689,97384,3,Credit Check,2025-11-21 22:57:43.530724,,0.0,0
47690,97384,4,Approved,2025-11-22 00:49:10.173013,,0.0,0
47691,97384,5,Signed,2025-11-22 10:40:59.620152,,0.0,0
47692,97384,6,Granted,2025-11-22 11:55:58.497383,,0.0,0
47693,94001,1,Submitted,2025-11-29 08:17:00.000000,,0.0,0
47694,94001,2,Docs Received,2025-12-01 10:04:27.275518,,0.0,0
47695,94001,3,Credit Check,2025-12-03 12:17:43.122795,,0.0,0
47696,94001,4,Rejected,2025-12-05 00:39:57.743966,Other,0.0,0
47697,10833,1,Submitted,2025-11-09 11:06:00.000000,,0.0,0
47698,10833,2,Docs Received,2025-11-12 12:49:26.168483,,0.0,0
47699,10833,3,Credit Check,2025-11-13 10:06:24.506702,,0.0,0
47700,10833,4,Rejected,2025-11-15 13:04:18.340577,Other,0.0,0
47701,32699,1,Submitted,2025-10-03 13:29:00.000000,,0.0,0
47702,32699,2,Docs Received,2025-10-04 15:33:28.194308,,1.0,0
47703,85165,1,Submitted,2025-10-14 17:00:00.000000,,0.0,0
47704,85165,2,Docs Received,2025-10-15 02:42:26.640914,,0.0,0
47705,85165,3,Credit Check,2025-10-15 11:54:40.963579,,0.0,0
47706,85165,4,Rejected,2025-10-15 13:06:40.963579,High debt-to-income ratio,0.0,0
47707,56957,1,Submitted,2025-12-03 13:01:00.000000,,0.0,0
47708,56957,2,Docs Received,2025-12-04 12:54:51.938339,,0.0,0
47709,56957,3,Credit Check,2025-12-07 01:33:58.831919,,0.0,0
47710,56957,4,Approved,2025-12-08 00:07:20.754956,,0.0,0
47711,56957,5,Signed,2025-12-09 03:06:17.467428,,0.0,0
47712,56957,6,Granted,2025-12-09 09:40:27.920514,,0.0,0
47713,10037,1,Submitted,2025-12-01 12:10:00.000000,,0.0,0
47714,10037,2,Docs Received,2025-12-02 19:47:30.713515,,0.0,0
47715,10037,3,Credit Check,2025-12-04 23:53:38.518295,,0.0,0
47716,10037,4,Rejected,2025-12-06 09:20:21.487198,High debt-to-income ratio,0.0,0
47717,39884,1,Submitted,2025-10-04 16:47:00.000000,,0.0,0
47718,39884,2,Docs Received,2025-10-10 04:23:30.408622,,0.0,0
47719,39884,3,Credit Check,2025-10-13 07:06:57.868650,,0.0,0
47720,39884,4,Approved,2025-10-13 10:50:17.246696,,0.0,0
47721,81004,1,Submitted,2025-10-11 11:41:00.000000,,0.0,0
47722,49162,1,Submitted,2025-10-27 09:42:00.000000,,0.0,0
47723,49162,2,Docs Received,2025-10-29 20:53:23.764613,,0.0,0
47724,49162,3,Credit Check,2025-11-04 01:50:21.411278,,0.0,0
47725,49162,4,Rejected,2025-11-04 03:53:44.585784,Low credit score,0.0,0
47726,86419,1,Submitted,2025-10-22 09:43:00.000000,,0.0,0
47727,86419,2,Docs Received,2025-10-25 05:10:09.208356,,,0
47728,86419,3,Credit Check,2025-10-27 14:03:44.605694,,0.0,0
47729,86419,4,Approved,2025-10-29 03:10:17.455894,,0.0,0
47730,86419,5,Signed,2025-10-29 16:34:09.408189,,0.0,0
47731,86419,6,Granted,2025-10-30 22:07:37.270278,,0.0,0
47732,16335,1,Submitted,2025-11-15 09:28:00.000000,,0.0,0
47733,77683,1,Submitted,2025-12-09 10:48:00.000000,,0.0,0
47734,77683,2,Docs Received,2025-12-14 05:15:43.790574,,0.0,0
47735,77683,3,Credit Check,2025-12-16 16:40:11.586094,,0.0,0
47736,77683,4,Rejected,2025-12-17 11:27:55.957304,Low credit score,0.0,0
47737,67078,1,Submitted,2025-12-06 11:08:00.000000,,0.0,0
47738,67078,2,Docs Received,2025-12-08 18:11:03.176933,,0.0,0
47739,67078,3,Credit Check,2025-12-09 14:23:56.582340,,0.0,0
47740,67078,4,Approved,2025-12-10 05:54:01.454871,,0.0,0
