"loan_id","user_id","application_date","requested_amount","currency","est_credit_score","requested_term_months","loan_purpose","acquisition_channel","outcome"
91393,U52708,"2025-12-13",18400,GBP,687.0,60.0,Other / unspecified,Social Media Ads,Rejected
91400,U32178,"2025-11-16",16850,GBP,657.0,,Wedding,Organic Search,Abandoned - No Documents Uploaded
91406,U18009,"2025-12-12",9400,GBP,655.0,12.0,Home improvement,Paid Search,Rejected
91408,U97470,"2025-12-05",6600,GBP,,36.0,Wedding,Referral,Abandoned - No Documents Uploaded
91419,U56664,"2025-12-10",4400,GBP,679.0,48.0,Education / tuition,"",Abandoned - Document Issues
91434,U44225,"2025-12-10",5650,GBP,805.0,48.0,Home improvement,Organic Search,Granted
91435,U98795,"2025-10-17",8800,GBP,807.0,48.0,Wedding,Organic Search,Pending Disbursement
91439,U23437,"2025-11-15",11950,GBP,620.0,60.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
91442,U50371,"2025-12-18",5350,GBP,654.0,36.0,Home improvement,Social Media Ads,Rejected
91448,U56570,"2025-10-24",25000,GBP,842.0,12.0,Holiday / travel,Affiliate / Comparison Site,Abandoned - Post Approval
91450,U67653,"2025-12-29",13750,GBP,666.0,,Wedding,Direct / App Store,Rejected
91454,U27971,"2025-11-02",22100,GBP,751.0,12.0,Car purchase,Social Media Ads,Granted
91460,U95103,"2025-11-05",14850,GBP,,36.0,Car purchase,Organic Search,Rejected
91463,U96605,"2025-12-10",500,GBP,773.0,6.0,Education / tuition,"",Pending Disbursement
91465,U21673,"2025-10-04",8050,GBP,,12.0,Holiday / travel,"",Rejected
91472,U55905,"2025-12-04",7750,GBP,756.0,36.0,Wedding,Organic Search,Abandoned - No Documents Uploaded
91474,U93918,"2025-11-10",10150,GBP,713.0,,Holiday / travel,Social Media Ads,Abandoned - No Documents Uploaded
91481,U64609,"2025-10-24",25000,GBP,483.0,6.0,Car purchase,Paid Search,Rejected
91483,U35457,"2025-11-30",2800,GBP,850.0,6.0,Holiday / travel,Social Media Ads,Abandoned - Post Approval
91487,U81408,"2025-11-24",6650,GBP,781.0,60.0,Medical expenses,Paid Search,Abandoned - No Documents Uploaded
91489,U72098,"2025-11-04",7850,GBP,744.0,12.0,Education / tuition,Referral,Granted
91498,U16813,"2025-11-26",10150,GBP,,48.0,Education / tuition,Affiliate / Comparison Site,Granted
91500,U25613,"2025-10-10",5600,GBP,657.0,60.0,Wedding,Referral,Abandoned - Document Issues
91501,U35513,"2025-12-30",7350,GBP,503.0,12.0,Home improvement,Organic Search,Abandoned - No Documents Uploaded
91515,U62053,"2025-12-27",19450,GBP,722.0,12.0,Medical expenses,Organic Search,Abandoned - No Documents Uploaded
91516,U53846,"2025-12-13",5900,GBP,603.0,48.0,"",Paid Search,Abandoned - No Documents Uploaded
91541,U78621,"2025-10-03",8800,GBP,596.0,24.0,Car purchase,Social Media Ads,Abandoned - No Documents Uploaded
91549,U36552,"2025-12-05",24650,GBP,520.0,6.0,Education / tuition,"",Rejected
91551,U35573,"2025-10-20",4000,GBP,727.0,6.0,Education / tuition,Paid Search,Granted
91557,U90588,"2025-11-13",12300,GBP,700.0,6.0,Medical expenses,Organic Search,Granted
91577,U32042,"2025-10-16",10600,GBP,787.0,60.0,Home improvement,Paid Search,Abandoned - Document Issues
91580,U78852,"2025-10-29",18650,GBP,827.0,12.0,Debt consolidation,Social Media Ads,Granted
91584,U29118,"2025-10-31",14950,GBP,613.0,24.0,"",Paid Search,Rejected
91586,U98869,"2025-12-31",5350,GBP,713.0,24.0,Debt consolidation,Organic Search,Granted
91590,U15971,"2025-10-21",7000,GBP,594.0,48.0,Home improvement,Organic Search,Abandoned - No Documents Uploaded
91594,U48900,"2025-12-25",6450,GBP,577.0,36.0,Wedding,Social Media Ads,Rejected
91606,U61128,"2025-10-11",1850,GBP,850.0,24.0,Education / tuition,"",Rejected
91619,U70074,"2025-10-27",5750,GBP,611.0,60.0,Education / tuition,"",Abandoned - Document Issues
91622,U30267,"2025-11-13",13550,GBP,751.0,36.0,Education / tuition,"",Granted
91623,U54712,"2025-11-08",2250,GBP,750.0,24.0,Home improvement,"",Granted
91629,U12667,"2025-12-01",13500,GBP,620.0,12.0,Debt consolidation,Affiliate / Comparison Site,Granted
91633,U70203,"2025-12-01",5400,GBP,603.0,24.0,"",Organic Search,Rejected
91634,U23002,"2025-12-01",12300,GBP,641.0,24.0,Wedding,Organic Search,Rejected
91647,U15664,"2025-11-22",5600,GBP,619.0,60.0,Wedding,Social Media Ads,Abandoned - Document Issues
91659,U57564,"2025-11-27",5300,GBP,718.0,48.0,Holiday / travel,Social Media Ads,Granted
91667,U37875,"2025-11-26",17700,GBP,611.0,60.0,Debt consolidation,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
91676,U53994,"2025-10-14",17600,GBP,758.0,60.0,Car purchase,Organic Search,Granted
91684,U59198,"2025-11-30",2600,GBP,598.0,6.0,Car purchase,Social Media Ads,Abandoned - Document Issues
91686,U31044,"2025-10-28",7950,GBP,605.0,,Wedding,Direct / App Store,Rejected
91688,U22244,"2025-11-10",4050,GBP,710.0,48.0,Education / tuition,Social Media Ads,Granted
91691,U50037,"2025-11-24",3850,GBP,676.0,48.0,"",Organic Search,Abandoned - No Documents Uploaded
91693,U88057,"2025-11-19",25000,GBP,744.0,24.0,Other / unspecified,Paid Search,Granted
91699,U93837,"2025-11-12",24700,GBP,748.0,6.0,Debt consolidation,Paid Search,Granted
91706,U44960,"2025-11-20",7100,GBP,709.0,24.0,Wedding,"",Abandoned - No Documents Uploaded
91728,U86959,"2025-10-25",8550,GBP,738.0,12.0,Education / tuition,Direct / App Store,Rejected
91729,U73717,"2025-11-11",10300,GBP,602.0,12.0,Education / tuition,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
91730,U13665,"2025-12-19",6600,GBP,617.0,24.0,Holiday / travel,Referral,Rejected
91735,U19434,"2025-10-29",19150,GBP,769.0,,Debt consolidation,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
91737,U61019,"2025-10-24",3100,GBP,724.0,36.0,Medical expenses,Social Media Ads,Abandoned - Document Issues
91739,U14885,"2025-12-02",16550,GBP,684.0,24.0,Education / tuition,Organic Search,Abandoned - Document Issues
91745,U12958,"2025-10-17",24150,GBP,647.0,24.0,Wedding,"",Abandoned - No Documents Uploaded
91746,U43066,"2025-10-01",1250,GBP,557.0,,Business investment,Referral,Abandoned - No Documents Uploaded
91750,U62029,"2025-11-03",650,GBP,700.0,48.0,Medical expenses,Affiliate / Comparison Site,Rejected
91757,U96584,"2025-11-10",15500,GBP,638.0,36.0,Car purchase,Affiliate / Comparison Site,Rejected
91760,U57203,"2025-10-16",7700,GBP,,36.0,Education / tuition,Organic Search,Abandoned - Document Issues
91762,U91035,"2025-10-08",25000,GBP,734.0,60.0,Education / tuition,Affiliate / Comparison Site,Granted
91765,U33446,"2025-11-09",18350,GBP,700.0,12.0,Business investment,Social Media Ads,Rejected
91769,U12394,"2025-10-31",6050,GBP,632.0,,Medical expenses,Organic Search,Rejected
91771,U24590,"2025-11-14",11000,GBP,677.0,36.0,Business investment,Affiliate / Comparison Site,Rejected
91774,U28787,"2025-10-22",25000,GBP,699.0,,Other / unspecified,Paid Search,Abandoned - No Documents Uploaded
91782,U24123,"2025-12-06",3800,GBP,603.0,36.0,Home improvement,Direct / App Store,Granted
91790,U51968,"2025-11-24",19100,GBP,,36.0,Wedding,Direct / App Store,Rejected
91805,U73791,"2025-12-09",24600,GBP,594.0,24.0,Holiday / travel,Organic Search,Rejected
91808,U56031,"2025-11-12",12550,GBP,757.0,12.0,Education / tuition,Paid Search,Abandoned - Document Issues
91814,U69657,"2025-11-19",13050,GBP,781.0,24.0,Debt consolidation,Organic Search,Granted
91817,U52511,"2025-11-08",5450,GBP,636.0,48.0,Wedding,Paid Search,Abandoned - No Documents Uploaded
91828,U75487,"2025-11-21",3000,GBP,533.0,12.0,Debt consolidation,Organic Search,Abandoned - No Documents Uploaded
91831,U98012,"2025-11-29",15450,GBP,512.0,12.0,Holiday / travel,Social Media Ads,Granted
91832,U50911,"2025-12-06",8200,GBP,731.0,24.0,Education / tuition,Organic Search,Pending Disbursement
91838,U35750,"2025-10-16",21200,GBP,661.0,60.0,Car purchase,Affiliate / Comparison Site,Granted
91844,U93773,"2025-11-28",11000,GBP,806.0,36.0,Wedding,"",Granted
91849,U37466,"2025-12-29",4700,GBP,591.0,24.0,Business investment,Direct / App Store,Abandoned - No Documents Uploaded
91856,U41383,"2025-12-21",25000,GBP,629.0,48.0,Education / tuition,"",Granted
91858,U77926,"2025-11-04",9900,GBP,646.0,48.0,Education / tuition,"",Abandoned - Document Issues
91861,U60411,"2025-12-21",13500,GBP,671.0,36.0,Holiday / travel,"",Abandoned - Document Issues
91863,U54171,"2025-11-01",8050,GBP,700.0,24.0,Wedding,Direct / App Store,Granted
91873,U38012,"2025-11-18",25000,GBP,668.0,,Wedding,Direct / App Store,Granted
91878,U36310,"2025-11-18",6600,GBP,770.0,24.0,Car purchase,Organic Search,Granted
91880,U79033,"2025-12-09",11300,GBP,554.0,48.0,Car purchase,Affiliate / Comparison Site,Rejected
91882,U89570,"2025-10-01",5950,GBP,,60.0,Debt consolidation,Direct / App Store,Abandoned - No Documents Uploaded
91888,U21507,"2025-10-30",18500,GBP,764.0,12.0,Other / unspecified,Organic Search,Granted
91903,U48718,"2025-11-23",22400,GBP,650.0,24.0,Car purchase,Paid Search,Rejected
91906,U33382,"2025-11-27",500,GBP,431.0,48.0,Debt consolidation,Referral,Rejected
91910,U16028,"2025-11-20",14300,GBP,644.0,60.0,Wedding,Paid Search,Abandoned - Post Approval
91919,U88134,"2025-11-14",2750,GBP,549.0,36.0,Wedding,Paid Search,Rejected
91920,U71946,"2025-11-16",7250,GBP,572.0,24.0,Holiday / travel,Organic Search,Abandoned - Document Issues
91928,U80127,"2025-11-12",5400,GBP,578.0,12.0,Home improvement,Direct / App Store,Rejected
91934,U75435,"2025-11-03",13700,GBP,714.0,12.0,Debt consolidation,Affiliate / Comparison Site,Granted
91936,U43990,"2025-11-04",18500,GBP,613.0,12.0,Debt consolidation,Social Media Ads,Rejected
91938,U26859,"2025-12-03",18200,GBP,638.0,60.0,Education / tuition,Referral,Abandoned - Post Approval
91942,U24065,"2025-11-03",14400,GBP,526.0,6.0,Medical expenses,Social Media Ads,Rejected
91969,U24485,"2025-10-30",1000,GBP,617.0,60.0,Debt consolidation,Paid Search,Abandoned - No Documents Uploaded
91977,U20078,"2025-10-24",19000,GBP,680.0,48.0,Business investment,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
91980,U97338,"2025-11-22",7200,GBP,561.0,24.0,Home improvement,Paid Search,Granted
91982,U56508,"2025-11-28",5650,GBP,752.0,,Medical expenses,Organic Search,Granted
91989,U33451,"2025-10-07",2900,GBP,615.0,,Wedding,Paid Search,Rejected
91991,U14541,"2025-10-27",4450,GBP,791.0,48.0,Car purchase,Organic Search,Abandoned - No Documents Uploaded
91992,U86909,"2025-10-26",4150,GBP,627.0,48.0,Medical expenses,Paid Search,Abandoned - Document Issues
92006,U54313,"2025-12-10",15200,GBP,848.0,6.0,Home improvement,Social Media Ads,Abandoned - No Documents Uploaded
92031,U13219,"2025-10-28",12350,GBP,469.0,48.0,"",Affiliate / Comparison Site,Abandoned - No Documents Uploaded
92038,U23418,"2025-11-05",5650,GBP,460.0,48.0,Business investment,Social Media Ads,Rejected
92045,U38913,"2025-11-06",18850,GBP,491.0,48.0,Medical expenses,Social Media Ads,Granted
92052,U95865,"2025-11-22",9300,GBP,733.0,12.0,Car purchase,Social Media Ads,Granted
92056,U79851,"2025-10-30",4500,GBP,719.0,12.0,Medical expenses,Organic Search,Abandoned - No Documents Uploaded
92058,U18220,"2025-12-25",4750,GBP,478.0,24.0,Wedding,Organic Search,Abandoned - No Documents Uploaded
92070,U89036,"2025-10-18",13100,GBP,739.0,60.0,Other / unspecified,Organic Search,Abandoned - No Documents Uploaded
92074,U18042,"2025-10-16",9950,GBP,675.0,12.0,Wedding,Paid Search,Abandoned - No Documents Uploaded
92075,U50871,"2025-11-14",14400,GBP,658.0,12.0,Home improvement,Referral,Granted
92077,U84501,"2025-11-03",850,GBP,606.0,60.0,Business investment,Social Media Ads,Rejected
92081,U13644,"2025-12-19",13800,GBP,663.0,,Home improvement,Paid Search,Granted
92082,U34824,"2025-10-19",21050,GBP,755.0,60.0,Medical expenses,Social Media Ads,Granted
92093,U73025,"2025-10-15",25000,GBP,679.0,24.0,Medical expenses,Social Media Ads,Abandoned - Document Issues
92097,U10270,"2025-11-25",500,GBP,658.0,12.0,Wedding,Paid Search,Abandoned - No Documents Uploaded
92103,U58331,"2025-10-05",25000,GBP,721.0,60.0,Debt consolidation,"",Abandoned - No Documents Uploaded
92106,U95947,"2025-10-26",4700,GBP,491.0,,Wedding,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
92112,U48537,"2025-10-13",11600,GBP,664.0,6.0,Debt consolidation,Organic Search,Abandoned - No Documents Uploaded
92121,U71612,"2025-11-09",1450,GBP,628.0,48.0,Education / tuition,Social Media Ads,Abandoned - No Documents Uploaded
92123,U53398,"2025-10-02",20300,GBP,760.0,6.0,Wedding,"",Granted
92131,U72540,"2025-11-05",8350,GBP,750.0,48.0,Car purchase,Social Media Ads,Granted
92139,U84707,"2025-11-15",15050,GBP,722.0,12.0,Home improvement,Organic Search,Rejected
92152,U94282,"2025-10-25",1850,GBP,624.0,60.0,Wedding,Organic Search,Granted
92153,U31461,"2025-11-08",25000,GBP,665.0,36.0,Other / unspecified,Affiliate / Comparison Site,Rejected
92158,U22186,"2025-10-02",9750,GBP,781.0,48.0,Holiday / travel,"",Granted
92167,U16814,"2025-12-01",25000,GBP,626.0,12.0,Medical expenses,Affiliate / Comparison Site,Rejected
92169,U62480,"2025-11-08",9950,GBP,716.0,,Holiday / travel,Organic Search,Abandoned - No Documents Uploaded
92174,U53045,"2025-12-21",7950,GBP,460.0,24.0,"",Affiliate / Comparison Site,Rejected
92183,U22495,"2025-11-26",10800,GBP,671.0,60.0,Home improvement,Paid Search,Abandoned - Document Issues
92189,U12466,"2025-11-12",2600,GBP,585.0,24.0,Wedding,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
92193,U55094,"2025-10-03",9450,GBP,687.0,,Home improvement,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
92208,U10489,"2025-10-11",2700,GBP,681.0,12.0,"",Social Media Ads,Abandoned - No Documents Uploaded
92217,U16167,"2025-10-23",20950,GBP,609.0,24.0,Debt consolidation,Paid Search,Granted
92228,U25349,"2025-11-19",11300,GBP,,6.0,Business investment,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
92229,U14891,"2025-12-04",11050,GBP,543.0,24.0,"","",Abandoned - No Documents Uploaded
92233,U37823,"2025-10-26",14950,GBP,614.0,48.0,Other / unspecified,"",Abandoned - No Documents Uploaded
92234,U18992,"2025-11-22",17250,GBP,583.0,6.0,Medical expenses,Social Media Ads,Granted
92236,U20164,"2025-10-15",1500,GBP,650.0,24.0,Education / tuition,Organic Search,Rejected
92250,U77914,"2025-11-23",13550,GBP,583.0,36.0,Wedding,Organic Search,Rejected
92259,U86366,"2025-11-19",1350,GBP,757.0,60.0,Wedding,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
92262,U67438,"2025-10-07",20950,GBP,613.0,24.0,Wedding,"",Abandoned - Document Issues
92264,U59553,"2025-10-15",25000,GBP,640.0,48.0,Home improvement,Social Media Ads,Abandoned - Document Issues
92275,U65282,"2025-11-22",9000,GBP,656.0,36.0,Wedding,Organic Search,Granted
92277,U84395,"2025-12-11",25000,GBP,642.0,24.0,Wedding,Paid Search,Granted
92281,U93054,"2025-12-14",18850,GBP,559.0,60.0,Car purchase,Referral,Abandoned - Document Issues
92282,U38538,"2025-10-02",6750,GBP,555.0,48.0,Other / unspecified,"",Granted
92288,U42244,"2025-11-12",10700,GBP,616.0,48.0,Holiday / travel,Paid Search,Rejected
92289,U88006,"2025-12-27",17800,GBP,,6.0,Car purchase,Paid Search,Rejected
92294,U74991,"2025-11-22",25000,GBP,755.0,24.0,Wedding,Social Media Ads,Abandoned - Post Approval
92295,U84533,"2025-10-20",5950,GBP,601.0,12.0,Other / unspecified,Organic Search,Abandoned - No Documents Uploaded
92296,U75831,"2025-10-11",2900,GBP,597.0,,Business investment,"",Rejected
92299,U60676,"2025-12-29",5700,GBP,,24.0,Holiday / travel,"",Pending Disbursement
92303,U52897,"2025-11-30",2950,GBP,489.0,60.0,Home improvement,Affiliate / Comparison Site,Rejected
92317,U65634,"2025-11-14",6750,GBP,747.0,12.0,Wedding,Referral,Abandoned - Post Approval
92323,U42963,"2025-11-26",9800,GBP,,36.0,Business investment,"",Granted
92331,U53995,"2025-10-23",12150,GBP,758.0,12.0,Home improvement,Referral,Abandoned - No Documents Uploaded
92335,U78590,"2025-11-28",9900,GBP,624.0,60.0,Other / unspecified,Social Media Ads,Abandoned - No Documents Uploaded
92340,U42886,"2025-10-09",8600,GBP,484.0,24.0,Business investment,Affiliate / Comparison Site,Granted
92343,U95598,"2025-11-03",850,GBP,515.0,48.0,Debt consolidation,Social Media Ads,Rejected
92351,U32502,"2025-12-12",21600,GBP,816.0,24.0,Education / tuition,"",Abandoned - Document Issues
92369,U89300,"2025-11-23",15750,GBP,489.0,6.0,Home improvement,Paid Search,Rejected
92378,U50116,"2025-12-07",5150,GBP,633.0,48.0,Education / tuition,Paid Search,Granted
92382,U22059,"2025-11-24",7200,GBP,,12.0,"",Affiliate / Comparison Site,Rejected
92387,U63216,"2025-12-05",4100,GBP,,24.0,Medical expenses,Social Media Ads,Rejected
92392,U16677,"2025-11-04",13900,GBP,801.0,12.0,Business investment,Referral,Granted
92395,U69180,"2025-10-08",17950,GBP,498.0,24.0,Education / tuition,Social Media Ads,Rejected
92398,U53441,"2025-10-02",17000,GBP,661.0,36.0,Business investment,Organic Search,Granted
92416,U21436,"2025-11-16",14800,GBP,640.0,12.0,Education / tuition,Social Media Ads,Rejected
92420,U19438,"2025-12-27",17850,GBP,819.0,6.0,Holiday / travel,Social Media Ads,Granted
92426,U21566,"2025-11-28",13350,GBP,753.0,36.0,Wedding,Paid Search,Abandoned - No Documents Uploaded
92434,U53165,"2025-10-16",15250,GBP,799.0,60.0,Education / tuition,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
92441,U34173,"2025-10-02",21450,GBP,657.0,36.0,Wedding,Social Media Ads,Granted
92443,U35549,"2025-11-29",650,GBP,611.0,24.0,Debt consolidation,Social Media Ads,Rejected
92444,U35796,"2025-11-18",2650,GBP,501.0,48.0,Wedding,Organic Search,Abandoned - Document Issues
92446,U91673,"2025-12-04",7900,GBP,634.0,24.0,Education / tuition,"",Abandoned - No Documents Uploaded
92451,U63160,"2025-11-07",11150,GBP,681.0,24.0,Other / unspecified,Organic Search,Abandoned - No Documents Uploaded
92453,U53867,"2025-10-23",9050,GBP,469.0,36.0,Business investment,Direct / App Store,Granted
92456,U26112,"2025-11-27",9050,GBP,668.0,12.0,Wedding,"",Granted
92460,U58688,"2025-10-17",13600,GBP,574.0,6.0,Holiday / travel,Social Media Ads,Abandoned - No Documents Uploaded
92461,U16393,"2025-10-14",6700,GBP,555.0,12.0,Home improvement,Paid Search,Abandoned - No Documents Uploaded
92466,U38433,"2025-10-08",4850,GBP,704.0,12.0,Education / tuition,Organic Search,Granted
92472,U19637,"2025-10-05",14900,GBP,,,Education / tuition,Organic Search,Granted
92479,U24089,"2025-11-22",8350,GBP,654.0,36.0,"","",Abandoned - No Documents Uploaded
92482,U85166,"2025-11-30",4250,GBP,489.0,,Holiday / travel,"",Abandoned - No Documents Uploaded
92483,U87456,"2025-11-27",6350,GBP,643.0,24.0,Business investment,Paid Search,Abandoned - No Documents Uploaded
92488,U47107,"2025-10-15",2800,GBP,,36.0,Other / unspecified,Organic Search,Abandoned - Document Issues
92508,U73602,"2025-10-25",4650,GBP,569.0,48.0,Car purchase,Organic Search,Rejected
92509,U37644,"2025-12-31",24950,GBP,476.0,,Holiday / travel,Paid Search,Rejected
92510,U30222,"2025-11-16",18700,GBP,642.0,36.0,Debt consolidation,Paid Search,Granted
92515,U66867,"2025-10-05",4750,GBP,613.0,24.0,"",Affiliate / Comparison Site,Granted
92516,U59131,"2025-11-11",1050,GBP,626.0,48.0,Debt consolidation,Social Media Ads,Abandoned - No Documents Uploaded
92518,U36002,"2025-11-23",20750,GBP,,12.0,Wedding,Affiliate / Comparison Site,Pending Disbursement
92534,U94978,"2025-10-02",7300,GBP,647.0,60.0,Holiday / travel,Paid Search,Rejected
92548,U57715,"2025-11-25",6450,GBP,496.0,6.0,Holiday / travel,"",Granted
92549,U94113,"2025-10-10",1250,GBP,663.0,24.0,Medical expenses,Organic Search,Abandoned - Document Issues
92552,U92191,"2025-12-14",4950,GBP,602.0,,"",Organic Search,Rejected
92556,U69301,"2025-12-21",5600,GBP,624.0,6.0,Business investment,Direct / App Store,Abandoned - No Documents Uploaded
92560,U11957,"2025-11-06",10450,GBP,631.0,12.0,Car purchase,"",Granted
92569,U70532,"2025-11-20",9900,GBP,676.0,12.0,Home improvement,Social Media Ads,Abandoned - No Documents Uploaded
92577,U38038,"2025-12-08",8550,GBP,675.0,60.0,Wedding,Organic Search,Abandoned - Document Issues
92586,U43041,"2025-12-20",12900,GBP,507.0,12.0,Home improvement,Paid Search,Abandoned - No Documents Uploaded
92588,U25258,"2025-11-11",13150,GBP,472.0,12.0,Holiday / travel,Paid Search,Rejected
92593,U84324,"2025-10-21",2150,GBP,690.0,36.0,Education / tuition,Affiliate / Comparison Site,Granted
92611,U56880,"2025-11-21",13400,GBP,530.0,6.0,Wedding,Paid Search,Rejected
92614,U69114,"2025-11-08",10450,GBP,525.0,48.0,Education / tuition,Social Media Ads,Rejected
92622,U75640,"2025-11-28",12900,GBP,548.0,48.0,Medical expenses,Organic Search,Abandoned - Document Issues
92628,U57378,"2025-12-24",7350,GBP,537.0,48.0,"",Affiliate / Comparison Site,Rejected
92631,U69945,"2025-10-29",5700,GBP,650.0,,Home improvement,Paid Search,Granted
92632,U62011,"2025-11-28",20250,GBP,687.0,36.0,Other / unspecified,"",Rejected
92634,U45204,"2025-11-15",12150,GBP,705.0,24.0,Other / unspecified,Affiliate / Comparison Site,Granted
92648,U46301,"2025-10-17",1450,GBP,645.0,12.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
92650,U92320,"2025-10-22",25000,GBP,768.0,48.0,Wedding,"",Rejected
92663,U90197,"2025-11-02",10950,GBP,558.0,6.0,Medical expenses,Organic Search,Abandoned - No Documents Uploaded
92667,U54898,"2025-10-11",2250,GBP,669.0,6.0,Business investment,Paid Search,Abandoned - No Documents Uploaded
92680,U15233,"2025-12-04",10450,GBP,638.0,36.0,Debt consolidation,Affiliate / Comparison Site,Rejected
92694,U81406,"2025-11-21",7100,GBP,513.0,24.0,"",Affiliate / Comparison Site,Abandoned - No Documents Uploaded
92698,U76235,"2025-10-16",500,GBP,544.0,60.0,Business investment,Organic Search,Rejected
92700,U11872,"2025-11-27",13100,GBP,,60.0,Business investment,"",Rejected
92711,U50825,"2025-12-10",19650,GBP,619.0,12.0,Home improvement,Social Media Ads,Abandoned - Document Issues
92712,U57198,"2025-11-04",8750,GBP,603.0,48.0,Car purchase,"",Abandoned - No Documents Uploaded
92715,U53985,"2025-10-19",1700,GBP,479.0,36.0,Wedding,Paid Search,Abandoned - No Documents Uploaded
92716,U69248,"2025-11-11",9700,GBP,672.0,48.0,Debt consolidation,"",Abandoned - No Documents Uploaded
92717,U80208,"2025-11-06",12050,GBP,650.0,,"",Affiliate / Comparison Site,Granted
92720,U53747,"2025-10-14",11600,GBP,672.0,12.0,Medical expenses,Organic Search,Abandoned - Document Issues
92732,U46966,"2025-10-01",7100,GBP,605.0,24.0,Wedding,Social Media Ads,Granted
92733,U41237,"2025-11-03",8150,GBP,726.0,12.0,Business investment,Referral,Granted
92737,U38964,"2025-12-05",22750,GBP,533.0,12.0,Wedding,Referral,Abandoned - No Documents Uploaded
92745,U57375,"2025-10-24",12900,GBP,618.0,36.0,Medical expenses,Referral,Rejected
92746,U33821,"2025-11-13",3150,GBP,630.0,12.0,Wedding,Organic Search,Abandoned - Document Issues
92750,U14955,"2025-10-09",17500,GBP,704.0,,Holiday / travel,Paid Search,Abandoned - No Documents Uploaded
92758,U78614,"2025-10-10",2750,GBP,627.0,48.0,Car purchase,Paid Search,Rejected
92764,U18344,"2025-10-12",7250,GBP,765.0,36.0,Wedding,Social Media Ads,Rejected
92766,U70494,"2025-11-28",8150,GBP,651.0,48.0,Car purchase,Affiliate / Comparison Site,Rejected
92772,U55986,"2025-10-04",6800,GBP,710.0,36.0,Wedding,"",Abandoned - No Documents Uploaded
92774,U35021,"2025-11-05",15450,GBP,660.0,60.0,Other / unspecified,Referral,Abandoned - Document Issues
92782,U75943,"2025-12-12",7900,GBP,682.0,24.0,Debt consolidation,Direct / App Store,Abandoned - Document Issues
92794,U33910,"2025-12-25",3500,GBP,713.0,,Wedding,"",Abandoned - No Documents Uploaded
92801,U12835,"2025-10-18",4400,GBP,800.0,12.0,Wedding,Referral,Granted
92815,U60446,"2025-11-12",11500,GBP,610.0,24.0,Home improvement,Social Media Ads,Rejected
92816,U45681,"2025-11-14",1350,GBP,545.0,12.0,Wedding,Referral,Abandoned - No Documents Uploaded
92817,U32669,"2025-10-14",5900,GBP,516.0,,Wedding,Affiliate / Comparison Site,Rejected
92820,U69223,"2025-12-11",4200,GBP,603.0,48.0,Debt consolidation,Direct / App Store,Abandoned - Post Approval
92821,U20399,"2025-11-04",10900,GBP,564.0,12.0,Debt consolidation,Referral,Abandoned - Document Issues
92822,U75348,"2025-10-08",10650,GBP,493.0,24.0,Other / unspecified,Affiliate / Comparison Site,Rejected
92828,U38017,"2025-11-22",13800,GBP,798.0,24.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
92832,U85157,"2025-12-08",8600,GBP,542.0,,Home improvement,"",Abandoned - No Documents Uploaded
92835,U73966,"2025-11-20",5550,GBP,690.0,,Other / unspecified,Paid Search,Granted
92836,U31985,"2025-12-17",25000,GBP,681.0,24.0,Home improvement,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
92837,U11041,"2025-10-02",23150,GBP,671.0,24.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
92839,U82187,"2025-11-16",12250,GBP,,12.0,Wedding,Organic Search,Granted
92843,U73198,"2025-10-19",1200,GBP,699.0,12.0,Debt consolidation,Social Media Ads,Abandoned - No Documents Uploaded
92850,U95286,"2025-12-07",9250,GBP,793.0,24.0,Education / tuition,Referral,Granted
92851,U64544,"2025-10-17",14250,GBP,619.0,,Debt consolidation,Paid Search,Abandoned - No Documents Uploaded
92869,U65087,"2025-12-08",17650,GBP,801.0,36.0,Home improvement,Referral,Abandoned - Document Issues
92882,U55021,"2025-11-05",9550,GBP,832.0,12.0,Other / unspecified,Organic Search,Abandoned - No Documents Uploaded
92886,U99492,"2025-12-07",1000,GBP,832.0,36.0,Home improvement,Social Media Ads,Abandoned - Document Issues
92892,U34143,"2025-10-14",15950,GBP,573.0,36.0,Wedding,"",Abandoned - No Documents Uploaded
92894,U73293,"2025-10-25",2700,GBP,746.0,24.0,Wedding,Social Media Ads,Granted
92896,U69573,"2025-10-24",950,GBP,643.0,48.0,Wedding,"",Abandoned - No Documents Uploaded
92897,U94631,"2025-10-12",1550,GBP,521.0,36.0,Car purchase,Paid Search,Rejected
92903,U54820,"2025-10-27",11350,GBP,644.0,24.0,Home improvement,Affiliate / Comparison Site,Rejected
92906,U90941,"2025-12-06",15550,GBP,581.0,36.0,Medical expenses,Social Media Ads,Granted
