"loan_id","risk_decision","risk_segment","rejection_reason","approved_amount","granted_amount","estimated_interest","final_interest_rate","loan_status","charge_off_flag","charge_off_date"
91699,Approved,Low Risk,,26620.0,26620.0,4.58,4.71,Granted,0,
91706,,Standard Risk,,,,,,Submitted,0,
91728,Rejected,Low Risk,High debt-to-income ratio,,,,,Rejected,0,
91729,,Standard Risk,,,,,,Submitted,0,
91730,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
91735,,Low Risk,,,,,,Submitted,0,
91737,,Low Risk,,,,,,Docs Received,0,
91739,,Standard Risk,,,,,,Docs Received,0,
91745,,Standard Risk,,,,,,Submitted,0,
91746,,High Risk,,,,,,Submitted,0,
91750,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
91757,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
91760,,Low Risk,,,,,,Docs Received,0,
91762,Approved,Low Risk,,25000.0,25000.0,5.26,4.81,Granted,0,
91765,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
91769,Rejected,,High debt-to-income ratio,,,,,Rejected,0,
91771,Rejected,Standard Risk,Suspected fraud,,,,,Rejected,0,
91774,,Standard Risk,,,,,,Submitted,0,
91782,Approved,Standard Risk,,4350.0,4350.0,13.85,13.78,Granted,0,
91790,Rejected,,High debt-to-income ratio,,,,,Rejected,0,
91805,Rejected,High Risk,Low credit score,,,,,Rejected,0,
91808,,Low Risk,,,,,,Docs Received,0,
91814,Approved,Low Risk,,13050.0,13050.0,5.39,5.05,Granted,0,
91817,,Standard Risk,,,,,,Submitted,0,
91828,,High Risk,,,,,,Submitted,0,
91831,Approved,High Risk,,15450.0,15450.0,20.96,20.52,Granted,0,
91832,Approved,Low Risk,,8200.0,,4.35,4.9,Signed,0,
91838,Approved,Standard Risk,,21200.0,21200.0,14.62,15.53,Granted,0,
91844,Approved,Low Risk,,11000.0,11000.0,7.24,7.87,Granted,0,
91849,,High Risk,,,,,,Submitted,0,
91856,Approved,Standard Risk,,25000.0,25000.0,11.17,10.5,Granted,0,
91858,,Standard Risk,,,,,,Docs Received,0,
91861,,Standard Risk,,,,,,Docs Received,0,
91863,Approved,Standard Risk,,8050.0,8050.0,14.82,14.81,Granted,0,
91873,Approved,Standard Risk,,25000.0,25000.0,12.64,13.48,Granted,0,
91878,Approved,Low Risk,,6600.0,6600.0,6.26,6.87,Granted,0,
91880,Rejected,High Risk,Other,,,,,Rejected,0,
91882,,,,,,,,Submitted,0,
91888,Approved,Low Risk,,18500.0,18500.0,7.22,7.62,Granted,0,
91903,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
91906,Rejected,High Risk,Low credit score,,,,,Rejected,0,
91910,Approved,Standard Risk,,14300.0,,10.9,,Approved,0,
91919,Rejected,High Risk,Low credit score,,,,,Rejected,0,
91920,,High Risk,,,,,,Docs Received,0,
91921,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
91928,Rejected,High Risk,Low credit score,,,,,Rejected,0,
91934,Approved,Standard Risk,,13700.0,13700.0,13.21,13.27,Granted,0,
91936,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
91938,Approved,Standard Risk,,18200.0,,12.16,,Approved,0,
91942,Rejected,High Risk,Other,,,,,Rejected,0,
91945,Approved,High Risk,,9000.0,9000.0,18.56,18.88,Granted,0,
91950,Approved,Low Risk,,1850.0,1850.0,4.69,4.14,Granted,0,
91956,Rejected,High Risk,Low credit score,,,,,Rejected,0,
91969,,Standard Risk,,,,,,Submitted,0,
91977,,,,,,,,Submitted,0,
91980,Approved,High Risk,,7200.0,7200.0,16.66,17.32,Granted,0,
91982,Approved,Low Risk,,5650.0,5650.0,5.46,5.12,Granted,0,
91989,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
91991,,Low Risk,,,,,,Submitted,0,
91992,,Standard Risk,,,,,,Docs Received,0,
92006,,Low Risk,,,,,,Submitted,0,
92031,,High Risk,,,,,,Submitted,0,
92038,Rejected,High Risk,Low credit score,,,,,Rejected,0,
92045,Approved,High Risk,,18850.0,18850.0,26.74,27.62,Granted,0,
92052,Approved,Low Risk,,9300.0,9300.0,4.18,4.75,Granted,0,
92056,,Standard Risk,,,,,,Submitted,0,
92058,,High Risk,,,,,,Submitted,0,
92070,,Low Risk,,,,,,Submitted,0,
92074,,Standard Risk,,,,,,Submitted,0,
92075,Approved,Standard Risk,,14400.0,14400.0,12.92,12.54,Granted,0,
92077,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
92081,Approved,Standard Risk,,15370.0,15370.0,12.29,12.93,Granted,0,
92082,Approved,Low Risk,,21050.0,21050.0,5.02,4.73,Granted,0,
92093,,Standard Risk,,,,,,Docs Received,0,
92097,,Standard Risk,,,,,,Submitted,0,
92103,,Low Risk,,,,,,Submitted,0,
92106,,High Risk,,,,,,Submitted,0,
92112,,Standard Risk,,,,,,Submitted,0,
92121,,Standard Risk,,,,,,Submitted,0,
92123,Approved,Low Risk,,20300.0,20300.0,6.0,5.54,Granted,0,
92131,Approved,Low Risk,,8350.0,8350.0,5.36,5.25,Granted,0,
92139,Rejected,Low Risk,Other,,,,,Rejected,0,
92152,Approved,Standard Risk,,1850.0,1850.0,12.96,13.15,Granted,0,
92153,Rejected,Standard Risk,Other,,,,,Rejected,0,
92158,Approved,Low Risk,,9750.0,9750.0,5.94,6.11,Granted,0,
92167,Rejected,Standard Risk,Suspected fraud,,,,,Rejected,0,
92169,,Standard Risk,,,,,,Submitted,0,
92174,Rejected,High Risk,Low credit score,,,,,Rejected,0,
92183,,Standard Risk,,,,,,Docs Received,0,
92189,,High Risk,,,,,,Submitted,0,
92193,,Standard Risk,,,,,,Submitted,0,
92208,,,,,,,,Submitted,0,
92217,Approved,Standard Risk,,20950.0,20950.0,,10.03,Granted,0,
92228,,Standard Risk,,,,,,Submitted,0,
92229,,High Risk,,,,,,Submitted,0,
92233,,Standard Risk,,,,,,Submitted,0,
92234,Approved,High Risk,,17250.0,17250.0,23.28,23.3,Granted,0,
92236,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
92250,Rejected,High Risk,Low credit score,,,,,Rejected,0,
92259,,Low Risk,,,,,,Submitted,0,
92262,,Standard Risk,,,,,,Docs Received,0,
92264,,Standard Risk,,,,,,Docs Received,0,
92275,Approved,Standard Risk,,9000.0,9000.0,11.7,11.3,Granted,0,
92277,Approved,Standard Risk,,25000.0,25000.0,10.61,9.61,Granted,0,
92281,,,,,,,,Docs Received,0,
92282,Approved,High Risk,,6750.0,6750.0,26.63,26.52,Granted,0,
92288,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
92289,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
92294,Approved,Low Risk,,27060.0,,,,Approved,0,
92295,,Standard Risk,,,,,,Submitted,0,
92296,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
92299,Approved,Low Risk,,5700.0,,7.3,7.36,Signed,0,
92303,Rejected,High Risk,Low credit score,,,,,Rejected,0,
92317,Approved,Low Risk,,6750.0,,5.2,,Approved,0,
92323,Approved,Low Risk,,9800.0,9800.0,4.58,3.87,Granted,0,
92331,,Low Risk,,,,,,Submitted,0,
92335,,Standard Risk,,,,,,Submitted,0,
92340,Approved,High Risk,,8600.0,8600.0,18.88,18.6,Granted,0,
92343,Rejected,High Risk,Low credit score,,,,,Rejected,0,
92351,,Low Risk,,,,,,Docs Received,0,
92369,Rejected,High Risk,Low credit score,,,,,Rejected,0,
92378,Approved,Standard Risk,,5150.0,5150.0,13.34,13.37,Granted,0,
92382,Rejected,High Risk,Low credit score,,,,,Rejected,0,
92387,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
92392,Approved,Low Risk,,13900.0,13900.0,5.73,6.23,Granted,0,
92395,Rejected,High Risk,Other,,,,,Rejected,0,
92398,Approved,Standard Risk,,17000.0,17000.0,11.19,10.3,Granted,0,
92416,Rejected,Standard Risk,Other,,,,,Rejected,0,
92420,Approved,Low Risk,,17850.0,17850.0,4.51,4.55,Granted,0,
92426,,Low Risk,,,,,,Submitted,0,
92434,,Low Risk,,,,,,Submitted,0,
92441,Approved,Standard Risk,,21450.0,21450.0,9.25,9.06,Granted,0,
92443,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
92444,,High Risk,,,,,,Docs Received,0,
92446,,Standard Risk,,,,,,Submitted,0,
92451,,Standard Risk,,,,,,Submitted,0,
92453,Approved,High Risk,,9050.0,9050.0,17.65,17.82,Granted,0,
92456,Approved,Standard Risk,,9050.0,9050.0,9.94,9.75,Granted,0,
92460,,High Risk,,,,,,Submitted,0,
92461,,High Risk,,,,,,Submitted,0,
92466,Approved,Standard Risk,,4850.0,4850.0,14.21,14.07,Granted,0,
92472,Approved,Low Risk,,14900.0,14900.0,5.62,5.8,Granted,0,
92479,,Standard Risk,,,,,,Submitted,0,
92482,,,,,,,,Submitted,0,
92483,,Standard Risk,,,,,,Submitted,0,
92488,,High Risk,,,,,,Docs Received,0,
92508,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
92509,Rejected,High Risk,Low credit score,,,,,Rejected,0,
92510,Approved,Standard Risk,,20580.0,20580.0,14.57,14.33,Granted,0,
92515,Approved,Standard Risk,,5050.0,5050.0,13.47,14.25,Granted,0,
92516,,Standard Risk,,,,,,Submitted,0,
92518,Approved,,,20750.0,,10.78,10.42,Signed,0,
92534,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
92548,Approved,High Risk,,6450.0,6450.0,25.4,25.52,Granted,0,
92549,,Standard Risk,,,,,,Docs Received,0,
92552,Rejected,,High debt-to-income ratio,,,,,Rejected,0,
92556,,Standard Risk,,,,,,Submitted,0,
92560,Approved,Standard Risk,,10450.0,10450.0,14.64,13.86,Granted,0,
92569,,Standard Risk,,,,,,Submitted,0,
92577,,Standard Risk,,,,,,Docs Received,0,
92586,,High Risk,,,,,,Submitted,0,
92588,Rejected,High Risk,Other,,,,,Rejected,0,
92593,Approved,Standard Risk,,2150.0,2150.0,9.96,10.84,Granted,0,
92611,Rejected,High Risk,Low credit score,,,,,Rejected,0,
92614,Rejected,High Risk,Low credit score,,,,,Rejected,0,
92622,,High Risk,,,,,,Docs Received,0,
92628,Rejected,High Risk,Low credit score,,,,,Rejected,0,
92631,Approved,Standard Risk,,5700.0,5700.0,12.59,12.7,Granted,0,
92632,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
92634,Approved,Standard Risk,,12150.0,12150.0,11.31,11.32,Granted,0,
92648,,Standard Risk,,,,,,Submitted,0,
92650,Rejected,Low Risk,High debt-to-income ratio,,,,,Rejected,0,
92663,,High Risk,,,,,,Submitted,0,
92667,,Standard Risk,,,,,,Submitted,0,
92680,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
92694,,High Risk,,,,,,Submitted,0,
92698,Rejected,,High debt-to-income ratio,,,,,Rejected,0,
92700,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
92711,,Standard Risk,,,,,,Docs Received,0,
92712,,Standard Risk,,,,,,Submitted,0,
92715,,High Risk,,,,,,Submitted,0,
92716,,Standard Risk,,,,,,Submitted,0,
92717,Approved,Standard Risk,,12050.0,12050.0,14.36,13.91,Granted,0,
92720,,Standard Risk,,,,,,Docs Received,0,
92732,Approved,Standard Risk,,7100.0,7100.0,11.72,10.77,Granted,0,
92733,Approved,,,8150.0,8150.0,7.9,9.04,Granted,0,
92737,,High Risk,,,,,,Submitted,0,
92745,Rejected,Standard Risk,Other,,,,,Rejected,0,
92746,,Standard Risk,,,,,,Docs Received,0,
92750,,Standard Risk,,,,,,Submitted,0,
92758,Rejected,Standard Risk,Other,,,,,Rejected,0,
92764,Rejected,Low Risk,Low credit score,,,,,Rejected,0,
92766,Rejected,Standard Risk,Other,,,,,Rejected,0,
92772,,Standard Risk,,,,,,Submitted,0,
92774,,Standard Risk,,,,,,Docs Received,0,
92782,,Standard Risk,,,,,,Docs Received,0,
92794,,Standard Risk,,,,,,Submitted,0,
92801,Approved,Low Risk,,4400.0,4400.0,4.05,5.05,Granted,0,
92815,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
92816,,High Risk,,,,,,Submitted,0,
92817,Rejected,High Risk,Other,,,,,Rejected,0,
92820,Approved,Standard Risk,,4200.0,,10.71,,Approved,0,
92821,,High Risk,,,,,,Docs Received,0,
92822,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
92828,,Low Risk,,,,,,Submitted,0,
92832,,High Risk,,,,,,Submitted,0,
92835,Approved,Standard Risk,,5550.0,5550.0,11.39,11.86,Granted,0,
92836,,Standard Risk,,,,,,Submitted,0,
92837,,,,,,,,Submitted,0,
92839,Approved,Low Risk,,12250.0,12250.0,4.41,4.76,Granted,0,
92843,,Standard Risk,,,,,,Submitted,0,
92850,Approved,Low Risk,,9500.0,9500.0,5.8,5.26,Granted,0,
92851,,Standard Risk,,,,,,Submitted,0,
92869,,Low Risk,,,,,,Docs Received,0,
92882,,Low Risk,,,,,,Submitted,0,
92886,,,,,,,,Docs Received,0,
92892,,High Risk,,,,,,Submitted,0,
92894,Approved,Low Risk,,2700.0,2700.0,6.32,6.18,Granted,0,
92896,,Standard Risk,,,,,,Submitted,0,
92897,Rejected,High Risk,Low credit score,,,,,Rejected,0,
92903,Rejected,Standard Risk,Other,,,,,Rejected,0,
92906,Approved,High Risk,,15550.0,15550.0,23.58,23.3,Granted,0,
92930,,High Risk,,,,,,Submitted,0,
92933,,Standard Risk,,,,,,Submitted,0,
92943,,Low Risk,,,,,,Submitted,0,
92947,Approved,Low Risk,,850.0,850.0,6.25,4.97,Granted,0,
92950,Rejected,,High debt-to-income ratio,,,,,Rejected,0,
92973,Approved,Standard Risk,,10050.0,10050.0,13.64,14.16,Granted,0,
92975,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
92983,Approved,Standard Risk,,5800.0,5800.0,10.66,11.12,Granted,0,
92987,,Standard Risk,,,,,,Docs Received,0,
92993,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
92994,Approved,Standard Risk,,6400.0,6400.0,13.74,13.55,Granted,0,
92998,,Standard Risk,,,,,,Submitted,0,
92999,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93001,,,,,,,,Submitted,0,
93003,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93008,,Low Risk,,,,,,Submitted,0,
93012,,High Risk,,,,,,Docs Received,0,
93020,,High Risk,,,,,,Submitted,0,
93026,Approved,Low Risk,,8300.0,8300.0,7.99,6.63,Granted,0,
93028,,Standard Risk,,,,,,Submitted,0,
93034,,Low Risk,,,,,,Submitted,0,
93040,Approved,Low Risk,,6350.0,6350.0,,6.56,Granted,0,
93053,Approved,Standard Risk,,7200.0,7200.0,12.02,,Granted,0,
93062,Approved,Standard Risk,,15900.0,15900.0,,12.62,Granted,0,
93064,,High Risk,,,,,,Submitted,0,
93068,,Low Risk,,,,,,Submitted,0,
93072,,High Risk,,,,,,Submitted,0,
93075,,Standard Risk,,,,,,Submitted,0,
93080,Approved,Standard Risk,,25000.0,25000.0,13.01,13.45,Granted,0,
93081,Approved,Low Risk,,2400.0,,4.17,,Approved,0,
93083,Rejected,High Risk,Other,,,,,Rejected,0,
93084,Approved,Low Risk,,6050.0,6050.0,7.03,6.46,Granted,0,
93086,,Low Risk,,,,,,Submitted,0,
93088,,Low Risk,,,,,,Submitted,0,
93093,,Standard Risk,,,,,,Submitted,0,
93094,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
93095,Approved,Low Risk,,1650.0,1650.0,5.03,4.64,Granted,0,
93098,,Low Risk,,,,,,Submitted,0,
93101,Approved,,,17390.0,17390.0,6.71,7.14,Granted,0,
93105,,Standard Risk,,,,,,Submitted,0,
93106,Approved,Low Risk,,5550.0,5550.0,,5.02,Granted,0,
93108,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
93111,Approved,Standard Risk,,3430.0,3430.0,11.74,12.02,Granted,0,
93112,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93114,Rejected,Standard Risk,Other,,,,,Rejected,0,
93116,,,,,,,,Docs Received,0,
93122,,Standard Risk,,,,,,Docs Received,0,
93135,,Standard Risk,,,,,,Docs Received,0,
93155,,High Risk,,,,,,Submitted,0,
93159,,Standard Risk,,,,,,Submitted,0,
93167,,High Risk,,,,,,Submitted,0,
93172,Rejected,Low Risk,High debt-to-income ratio,,,,,Rejected,0,
93174,Approved,,,7700.0,7700.0,26.25,26.14,Granted,0,
93182,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
93188,,Standard Risk,,,,,,Submitted,0,
93198,Approved,Standard Risk,,1200.0,1200.0,12.66,12.34,Granted,0,
93200,,High Risk,,,,,,Submitted,0,
93214,,Standard Risk,,,,,,Submitted,0,
93224,,High Risk,,,,,,Submitted,0,
93228,Approved,Low Risk,,2900.0,2900.0,6.31,4.93,Granted,0,
93229,Approved,,,24400.0,24400.0,11.09,11.25,Granted,0,
93230,Approved,Standard Risk,,12600.0,12600.0,12.91,13.15,Granted,0,
93235,,Low Risk,,,,,,Submitted,0,
93245,,Low Risk,,,,,,Submitted,0,
93248,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
93256,,Standard Risk,,,,,,Docs Received,0,
93260,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
93268,,High Risk,,,,,,Submitted,0,
93279,,Low Risk,,,,,,Submitted,0,
93286,,Standard Risk,,,,,,Submitted,0,
93289,,Standard Risk,,,,,,Submitted,0,
93293,Approved,Low Risk,,8050.0,8050.0,5.7,6.22,Granted,0,
93298,Approved,Low Risk,,10300.0,10300.0,6.17,6.03,Granted,0,
93306,Approved,Standard Risk,,3550.0,3550.0,9.53,9.73,Granted,0,
93311,Rejected,Low Risk,Low credit score,,,,,Rejected,0,
93320,Approved,Standard Risk,,16200.0,16200.0,11.44,11.75,Granted,0,
93323,Approved,Standard Risk,,18650.0,18650.0,11.93,11.57,Granted,0,
93332,,Standard Risk,,,,,,Submitted,0,
93334,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
93335,Rejected,,Low credit score,,,,,Rejected,0,
93336,Approved,Low Risk,,1200.0,1200.0,4.28,4.53,Granted,0,
93337,Approved,Standard Risk,,10350.0,10350.0,13.42,13.39,Granted,0,
93345,,Standard Risk,,,,,,Submitted,0,
93350,,Standard Risk,,,,,,Submitted,0,
93351,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93354,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93359,Rejected,Low Risk,Low credit score,,,,,Rejected,0,
93361,Approved,Standard Risk,,6800.0,6800.0,9.39,9.41,Granted,0,
93364,Approved,Low Risk,,11900.0,11900.0,5.42,5.8,Granted,0,
93366,Approved,,,18950.0,18950.0,11.08,10.75,Granted,0,
93370,Approved,Standard Risk,,4850.0,4850.0,9.95,9.38,Granted,0,
93384,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
93393,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
93401,Approved,Standard Risk,,17200.0,,14.53,14.82,Signed,0,
93411,,Standard Risk,,,,,,Submitted,0,
93413,,High Risk,,,,,,Submitted,0,
93418,Rejected,Standard Risk,Other,,,,,Rejected,0,
93425,Approved,Standard Risk,,17350.0,17350.0,9.85,9.07,Granted,0,
93426,,Low Risk,,,,,,Submitted,0,
93429,,High Risk,,,,,,Docs Received,0,
93437,Approved,Low Risk,,9550.0,9550.0,5.32,5.5,Granted,0,
93444,Approved,Low Risk,,6950.0,6950.0,6.92,6.11,Granted,0,
93447,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
93453,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
93455,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93463,,Standard Risk,,,,,,Submitted,0,
93464,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
93465,,High Risk,,,,,,Submitted,0,
93474,,Low Risk,,,,,,Submitted,0,
93482,,Standard Risk,,,,,,Docs Received,0,
93494,,Low Risk,,,,,,Submitted,0,
93495,Approved,Low Risk,,17250.0,17250.0,5.81,,Granted,0,
93500,,Standard Risk,,,,,,Submitted,0,
93511,,Standard Risk,,,,,,Submitted,0,
93514,Approved,Low Risk,,6750.0,6750.0,7.34,7.59,Granted,0,
93526,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93533,Approved,Standard Risk,,1550.0,1550.0,13.76,13.53,Granted,0,
93537,Approved,Standard Risk,,8650.0,,9.46,8.82,Signed,0,
93545,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
93546,Approved,,,4050.0,4050.0,,9.41,Granted,0,
93547,Approved,Standard Risk,,12590.0,12590.0,13.54,13.85,Granted,0,
93550,,Standard Risk,,,,,,Submitted,0,
93552,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93559,Approved,Standard Risk,,16800.0,16800.0,10.79,10.44,Granted,0,
93570,,Low Risk,,,,,,Docs Received,0,
93573,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
93589,Approved,High Risk,,17650.0,17650.0,17.19,17.1,Granted,0,
93594,Approved,Low Risk,,700.0,700.0,6.91,5.97,Granted,0,
93597,Approved,Low Risk,,20860.0,20860.0,4.52,5.02,Granted,0,
93603,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
93606,Approved,High Risk,,8500.0,8500.0,19.25,19.49,Granted,0,
93609,,High Risk,,,,,,Submitted,0,
93610,,Low Risk,,,,,,Docs Received,0,
93614,Approved,Low Risk,,3950.0,3950.0,5.48,,Granted,0,
93617,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
93618,Approved,Low Risk,,6300.0,6300.0,7.24,7.77,Granted,0,
93623,Approved,Low Risk,,11850.0,11850.0,5.48,6.01,Granted,1,"2026-04-18"
93632,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93643,,Low Risk,,,,,,Docs Received,0,
93646,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
93654,,Standard Risk,,,,,,Submitted,0,
93662,,Standard Risk,,,,,,Submitted,0,
93664,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93668,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
93674,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93680,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
93682,Approved,Low Risk,,1500.0,1500.0,4.93,5.02,Granted,0,
93683,,Standard Risk,,,,,,Submitted,0,
93684,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
93690,,Standard Risk,,,,,,Submitted,0,
93696,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93699,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93702,,Low Risk,,,,,,Submitted,0,
93716,Approved,Low Risk,,6250.0,6250.0,6.48,6.79,Granted,0,
93721,Approved,Standard Risk,,5300.0,5300.0,10.13,9.41,Granted,0,
93727,Approved,Low Risk,,3300.0,3300.0,6.48,7.96,Granted,0,
93728,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
93735,,Low Risk,,,,,,Docs Received,0,
93737,,Standard Risk,,,,,,Docs Received,0,
93741,,Standard Risk,,,,,,Submitted,0,
93743,Approved,Standard Risk,,5300.0,5300.0,14.22,13.55,Granted,0,
93744,,High Risk,,,,,,Submitted,0,
93745,Rejected,,High debt-to-income ratio,,,,,Rejected,0,
93753,,Standard Risk,,,,,,Submitted,0,
93754,Approved,Standard Risk,,2050.0,2050.0,11.93,11.81,Granted,0,
93759,,Low Risk,,,,,,Submitted,0,
93763,Approved,Standard Risk,,8450.0,8450.0,11.92,12.04,Granted,0,
93768,Approved,Low Risk,,7650.0,7650.0,6.51,6.72,Granted,0,
93772,,High Risk,,,,,,Submitted,0,
93773,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93775,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93778,,Low Risk,,,,,,Submitted,0,
93785,Approved,Low Risk,,13750.0,,4.07,,Approved,0,
93793,,,,,,,,Submitted,0,
93800,,High Risk,,,,,,Submitted,0,
93801,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93803,Rejected,,High debt-to-income ratio,,,,,Rejected,0,
93826,Approved,Low Risk,,4450.0,4450.0,7.54,7.06,Granted,0,
93829,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93830,,Standard Risk,,,,,,Submitted,0,
93831,Approved,High Risk,,22200.0,22200.0,28.94,27.68,Granted,0,
93832,,Standard Risk,,,,,,Submitted,0,
93840,,Standard Risk,,,,,,Submitted,0,
93844,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
93845,,Standard Risk,,,,,,Submitted,0,
93855,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93858,Rejected,High Risk,Low credit score,,,,,Rejected,0,
93861,,Standard Risk,,,,,,Submitted,0,
93874,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
93880,Approved,Standard Risk,,16170.0,16170.0,11.54,12.39,Granted,0,
93884,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
93888,,Standard Risk,,,,,,Submitted,0,
93890,Approved,Low Risk,,12400.0,12400.0,7.16,6.8,Granted,0,
93892,Approved,Low Risk,,7150.0,7150.0,4.89,4.85,Granted,0,
93928,,Standard Risk,,,,,,Docs Received,0,
93935,Rejected,High Risk,Suspected fraud,,,,,Rejected,0,
93940,,Low Risk,,,,,,Submitted,0,
93943,,Standard Risk,,,,,,Submitted,0,
93965,,Standard Risk,,,,,,Submitted,0,
93974,,High Risk,,,,,,Submitted,0,
93983,,High Risk,,,,,,Submitted,0,
93986,Approved,High Risk,,16350.0,16350.0,27.08,27.66,Granted,0,
94001,Rejected,Standard Risk,Other,,,,,Rejected,0,
94011,,Standard Risk,,,,,,Docs Received,0,
94013,Rejected,High Risk,Low credit score,,,,,Rejected,0,
94018,,Low Risk,,,,,,Submitted,0,
94028,,Standard Risk,,,,,,Submitted,0,
94031,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
94040,,High Risk,,,,,,Submitted,0,
94043,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
94049,,Standard Risk,,,,,,Submitted,0,
94067,Approved,Low Risk,,6620.0,6620.0,7.46,,Granted,0,
94069,Approved,Low Risk,,8900.0,8900.0,,8.99,Granted,0,
94075,Approved,Standard Risk,,5700.0,5700.0,10.79,10.71,Granted,0,
94077,Approved,Low Risk,,18950.0,18950.0,7.4,7.64,Granted,0,
94079,,High Risk,,,,,,Submitted,0,
94081,,Standard Risk,,,,,,Submitted,0,
94082,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
94091,Approved,Standard Risk,,7700.0,7700.0,14.04,14.24,Granted,1,"2026-01-23"
94092,,High Risk,,,,,,Docs Received,0,
94111,,High Risk,,,,,,Submitted,0,
94113,Rejected,,Low credit score,,,,,Rejected,0,
94118,,Standard Risk,,,,,,Docs Received,0,
94120,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
94126,,Standard Risk,,,,,,Submitted,0,
94132,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
94136,Approved,Standard Risk,,1900.0,1900.0,13.84,13.87,Granted,0,
94138,,Low Risk,,,,,,Submitted,0,
94143,,Low Risk,,,,,,Submitted,0,
94149,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
94155,,Low Risk,,,,,,Submitted,0,
94158,Approved,Standard Risk,,19600.0,19600.0,9.01,9.61,Granted,0,
94162,,High Risk,,,,,,Docs Received,0,
94164,Approved,High Risk,,11370.0,11370.0,17.52,17.77,Granted,1,"2026-04-23"
